county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"MA, Franklin",,0,0,,,,,0,,,,,,,0,1,0,1,0,
"MA, Hampden",0,0,1,0,0,0,0,0,,1,0,3,1,,0,,1,0,0,1
"MA, Hampshire",,0,0,,,,,0,0,,0,,0,,0,,0,2,0,
"MA, Middlesex",1,10,5,0,4,2,2,1,0,1,3,13,1,5,2,11,3,17,2,9
"MA, Nantucket",,0,0,,,,,,,,,,,,,,,,,
"MA, Norfolk",0,3,2,0,0,0,0,0,0,0,1,3,2,0,0,2,0,1,0,1
"MA, Plymouth",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0
"MA, Suffolk",0,7,1,0,1,0,1,0,0,3,0,6,1,0,7,1,0,9,0,0
"MA, Worcester",0,1,5,0,0,1,2,0,0,2,1,5,0,0,1,,0,2,0,
"MD, Allegany",,0,0,,,,,,,,,,,1,,,,,,
"MD, Anne Arundel",0,8,7,2,,,2,,0,3,5,9,4,0,14,1,1,2,,
"MD, Baltimore",3,1,17,3,1,3,2,2,1,12,1,7,2,0,10,,,9,1,
"MD, Baltimore City",2,5,14,4,2,6,,3,,3,2,6,3,,5,1,,5,1,
"MD, Calvert",,0,0,,,,1,,,,,,,,1,,,1,,
"MD, Caroline",,0,1,1,,,,,,,,,0,,,,,,,
"MD, Carroll",0,0,2,,,,,,,,0,0,,,,,,2,,
"MD, Cecil",0,0,0,0,,,,,,,,2,2,,,,0,2,,
"MD, Charles",0,1,1,0,,,,,,,,,,,0,,1,,,
"MD, Dorchester",,0,0,2,,,,,,,,2,,0,,,,,,
"MD, Frederick",0,5,3,0,,0,,1,,0,0,2,1,0,,,,2,,
"MD, Garrett",,0,,,,,,,,,,,,,,0,,,,
"MD, Harford",0,0,2,0,,,2,3,,,1,1,,0,2,1,1,5,,
"MD, Howard",0,0,3,,,1,1,,,1,,,,1,,,,1,,
"MD, Kent",,0,0,0,,,,,,,,1,1,,,,,,,
"MD, Montgomery",0,7,10,1,0,0,0,4,0,4,9,2,2,1,7,1,3,7,2,1
"MD, Prince Georges",1,7,4,3,1,1,1,0,0,,1,7,1,2,6,1,0,7,3,0
"MD, Queen Annes",,0,5,0,,,,1,,,,1,,,,,,,,
"MD, Somerset",,,0,0,,,,,,,0,,,,,,,,,
"MD, St Marys",,1,0,,,,,,,,0,,,,,,,,,
"MD, Talbot",,0,0,0,,,,,,,0,3,,0,0,,,1,,
"MD, Washington",,1,4,0,1,,,,,,,2,,1,0,1,,1,,
"MD, Wicomico",,0,0,,,,,,,,,1,0,,0,,,,,
"MD, Worcester",,0,0,,0,,1,,0,,,1,0,,,,,,,
"ME, Androscoggin",0,0,0,,,0,,,,,,,,,,,,,,
"ME, Cumberland",0,0,0,0,0,0,,,,,,1,,,1,,,2,,1
"ME, Hancock",,0,0,,,,,,,,,,,,,,,,,
"ME, Kennebec",,,0,,,,,,,,,,,,,,,,,
"ME, Knox",,,0,,,,,,,,,,,,,,,,,
"ME, Lincoln",,0,,,,,,,,,,,,,,,,,,
"ME, Penobscot",,0,0,,,0,,,,,,,,,,,,0,,
"ME, Piscataquis",,,0,,,,,,,,,,,,,,,,,
"ME, Somerset",,0,0,,,,,,,,,,,,,,,,,
"ME, Waldo",,0,0,,,0,,,,,,,,,,,,,,
"ME, York",0,0,0,,0,0,,,0,0,,0,0,,0,,,0,,
"MI, Alcona",,0,,0,,0,,,,,,,,,0,,0,,,
"MI, Alger",,0,,,,0,,,,,,,,,0,0,0,0,,
"MI, Allegan",,1,0,0,0,0,,0,,1,,2,0,,0,,0,3,,
"MI, Alpena",,0,,,0,0,,,,,,,0,,,,,,,
"MI, Antrim",,0,,,0,1,,,,,,,,,0,,0,,,
"MI, Arenac",,1,0,,0,,,,,,,,0,,0,,0,,,0
"MI, Baraga",,,,,,,,,,,,,0,0,0,0,0,0,,
"MI, Barry",0,1,0,0,0,1,,,,,,1,,,1,,0,1,,1
"MI, Bay",,2,0,0,0,0,0,1,0,,0,0,0,0,0,0,2,0,1,0
"MI, Benzie",,0,,,,0,,,,,,,,,,0,0,0,0,
"MI, Berrien",,0,0,0,1,2,0,,,,,,,,0,1,,3,,
"MI, Branch",,0,,1,0,,,,0,,,,,,0,,,0,,
"MI, Calhoun",0,0,0,0,0,0,,,,,,,,,0,1,,,,
"MI, Cass",,4,0,0,0,0,,,,,,,,0,0,1,,,0,
"MI, Charlevoix",,0,,0,,0,,,,,,,,,,0,0,,0,
"MI, Cheboygan",,0,,,,,,,,,,,,,0,0,0,,,
"MI, Chippewa",,0,0,0,0,0,,,,,,,0,0,0,,0,,,
"MI, Clare",,0,,,,,,,,,,,0,,0,,0,,,
"MI, Clinton",,0,0,0,2,2,,,,,,2,,0,0,0,1,0,,2
"MI, Crawford",,0,,0,,0,0,,,,,,,,,,0,,,
"MI, Delta",,0,,,,0,,,,,,,1,,0,,0,0,,0
"MI, Dickinson",,0,,0,,,,,,,,,0,,0,0,0,0,,0
"MI, Eaton",,1,,0,,,,,,,1,1,,,0,,0,1,,
"MI, Emmet",,1,,0,,,,,,,,,0,,,0,0,0,,
"MI, Genesee",,1,0,0,1,3,,,,,1,0,,,1,0,1,3,1,
"MI, Gladwin",,0,,,0,0,,,,,,1,,,0,,0,0,0,
"MI, Gogebic",,0,,,,,,,,,,,0,,0,,0,,,
"MI, Grand Traverse",,0,0,0,3,0,,,,,,,,0,0,0,1,0,,
"MI, Gratiot",,0,0,,,0,,,,,,,0,,0,,0,0,,1
"MI, Hillsdale",,0,0,0,,1,,,,,,,,,0,,2,0,,
"MI, Houghton",,0,0,,0,0,,,,,,,0,,,,0,0,,
"MI, Huron",,0,1,0,0,0,,,,,,,,,0,,0,0,0,
"MI, Ingham",0,8,1,0,1,1,,,,0,4,6,0,0,0,0,0,5,,2
"MI, Ionia",,2,0,0,0,0,,,,,,0,0,,,,0,,0,
"MI, Iosco",,,,0,,0,,,,,,,0,,0,,,0,,
"MI, Iron",,,,0,,0,,,,,,,,,0,0,0,0,,
"MI, Isabella",,0,,,,0,,,,,,,1,,1,,1,0,,
"MI, Jackson",0,0,0,0,,,0,,,,1,2,0,,0,,0,0,,
"MI, Kalamazoo",,3,0,1,0,0,1,,,,,1,0,,,1,1,1,0,
"MI, Kalkaska",,,,,,0,,,,,,,,,,,,,,
"MI, Kent",,58,0,2,11,13,2,2,0,1,1,41,0,1,0,3,5,18,1,4
"MI, Keweenaw",,,,,,,,,,,,,,0,,,0,0,,
"MI, Lake",,0,,0,,0,,,,,,,,,,,,,,
"MI, Lapeer",,1,,0,0,,1,,,,,1,,,0,,,1,0,0
"MI, Leelanau",,0,0,,,0,,,,,,,,,0,0,0,,,
"MI, Lenawee",,2,0,0,,0,,2,0,,,1,1,,,,1,0,,
"MI, Livingston",,0,0,0,0,1,,,,,,0,0,,,1,0,0,,
"MI, Luce",,0,,,,0,,,,,,,,,0,0,0,0,,
"MI, Mackinac",,0,,0,,,,,,,,,,,0,0,0,,,
"MI, Macomb",0,109,4,0,4,2,3,2,,11,8,28,3,0,4,2,7,11,2,2
"MI, Manistee",,0,0,0,,0,,,,,,,,,,,,0,,
"MI, Marquette",,1,,0,,0,,,,,,,0,0,0,,0,0,1,
"MI, Mason",,0,0,0,0,1,,,,,,0,,,0,0,,,,
"MI, Mecosta",,0,0,0,0,0,,,,,,,,,0,0,0,,,
"MI, Menominee",,0,,,,,,,,,,,,,0,0,1,0,,
"MI, Midland",,0,0,0,0,0,,,,0,,0,1,0,,0,0,0,0,0
"MI, Missaukee",,0,,0,0,0,,,,,,,,0,,,0,,,
"MI, Monroe",,0,0,0,0,1,,,,,1,,4,,2,,0,4,0,
"MI, Montcalm",,0,,0,,0,,0,,,,0,,,,,3,,,
"MI, Montmorency",,0,,0,,0,,,,,,,,,,0,0,,,
"MI, Muskegon",0,1,0,0,0,3,,,,,,1,,,0,0,,0,,
"MI, Newaygo",,2,0,0,0,0,,,,,,,,,0,0,,,,
"MI, Oakland",0,208,3,2,5,4,2,0,,5,2,23,4,0,3,9,5,12,1,7
"MI, Oceana",,,,0,0,0,,,,,,,,,,,0,,,
"MI, Ogemaw",,0,,0,0,0,,,,,,1,,,0,,0,,,0
"MI, Ontonagon",,0,,,,0,,,,,,,0,,,,0,0,,
"MI, Osceola",,0,,,,,,,,,,,,,0,,0,,,
"MI, Oscoda",,0,0,0,,0,,,,,,,0,,,,,1,,
"MI, Otsego",,1,,,,0,,,,,,,0,0,0,0,0,0,0,
"MI, Ottawa",0,12,0,0,1,2,,,,1,,1,1,0,1,0,0,2,0,
"MI, Presque Isle",,0,,,,,,,,,,,,,0,,,,1,
"MI, Roscommon",,,,0,0,0,,,,,,,,,0,,0,,,
"MI, Saginaw",,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
"MI, Sanilac",,1,,0,0,,,,,,,0,0,0,,1,,0,0,
"MI, Schoolcraft",,0,0,,,,,,0,,,,,,0,,0,0,,
"MI, Shiawassee",,0,,0,,0,,,,,1,,0,0,0,0,0,0,,
"MI, St Clair",,1,0,,1,,1,1,,,,1,,,,1,0,,,
"MI, St Joseph",,0,0,0,,1,0,,,,,,3,,0,,0,3,,
"MI, Tuscola",,0,0,1,0,0,,,,,0,0,0,0,0,0,0,1,0,
"MI, Van Buren",,3,0,0,1,0,0,,,,0,,,,0,0,0,1,,
"MI, Washtenaw",0,1,0,0,3,1,,0,,2,,4,1,,0,2,0,1,,
"MI, Wayne",0,186,10,9,28,15,7,9,1,8,14,84,16,0,4,20,8,30,4,13
"MI, Wexford",,0,0,0,,0,,,,,,,,,1,,0,,,
"MN, Aitkin",,0,0,,,,,,,,,,,,,,,,,
"MN, Anoka",,2,1,0,0,2,1,1,,,0,1,2,0,1,4,2,3,,
"MN, Becker",,1,3,,2,1,5,1,,,,,1,,,1,,2,,
"MN, Beltrami",,0,1,0,0,0,2,,,,,1,,,,,,,,
"MN, Benton",,0,2,0,0,,,,,,,,,,0,,,,,
"MN, Big Stone",,0,1,1,,1,8,,,,,1,3,1,1,2,,2,,
"MN, Blue Earth",,0,5,1,1,1,,,,,,,2,1,,1,,3,,
"MN, Brown",,0,2,,,2,,,,,,4,3,,,1,,,,
"MN, Carlton",,0,0,,,,,,,,,,,,,,,,,
"MN, Carver",,2,0,2,2,1,1,,,0,,1,0,0,,0,,0,,
"MN, Cass",,0,0,0,0,,,,,,,1,,,1,,,,,
"MN, Chippewa",,1,1,,1,1,,,,1,,4,1,,,1,,,,
"MN, Chisago",,0,0,,0,2,,,,1,,,,,,0,0,1,,
"MN, Clay",,2,9,,3,3,11,,,,,4,4,1,,11,3,4,,
"MN, Clearwater",,0,,0,,0,,,,,,,,,,0,,,,
"MN, Cook",,,,0,,,,,,,,,,,,,,,,
"MN, Cottonwood",,0,5,2,1,2,1,,,,,0,,,,0,3,1,,
"MN, Crow Wing",,1,0,0,,,0,1,,,,0,,,,1,,,,
"MN, Dakota",,3,5,1,3,2,2,0,,0,,1,1,2,,2,2,2,2,
"MN, Dodge",,0,0,0,1,,,,,,,,,0,,,,1,,
"MN, Douglas",,1,2,1,,1,1,1,,,,,,,1,,,1,,
"MN, Faribault",,0,2,,,,1,,,,,0,1,,0,0,0,,,
"MN, Fillmore",,0,0,0,0,,,,,,,0,,,,,,0,,
"MN, Freeborn",,0,0,0,1,,0,,,,,0,1,,,,,,,
"MN, Goodhue",,0,0,0,0,0,1,,,0,,,,,,1,,,,
"MN, Grant",,2,1,1,0,1,0,,,,,2,,,,,,,,
"MN, Hennepin",,4,11,0,2,4,11,0,0,2,2,8,4,3,0,4,4,9,1,
"MN, Houston",,0,0,,,,,,,,,,,,,,0,,,
"MN, Hubbard",,0,0,,1,1,,,1,,,,,,,,0,,,
"MN, Isanti",,1,1,1,0,1,,,,,,,,,1,1,,,,
"MN, Itasca",,0,0,0,,,,,,,,,0,,,1,,0,,
"MN, Jackson",,0,1,,,1,,,,,,1,1,,,,0,2,,
"MN, Kanabec",,0,,,,0,0,,,,,,0,,,0,,,,
"MN, Kandiyohi",,1,9,1,1,1,1,,,,0,0,1,,,4,,,1,
"MN, Kittson",,0,0,,,,3,,,,,,,,,,,,,
"MN, Koochiching",,0,,0,,,1,,,,,,,,,,,,,
"MN, Lac Qui Parle",,1,2,,,3,1,,,,,2,1,,,1,,0,,
"MN, Lake",,,0,,,,,,,,,,,,,,,,,
"MN, Lake Of The Woods",,0,,,,,,,,,,,,,,,,,,
"MN, Le Sueur",,0,0,0,,,,,,,,1,,,,1,1,,,
"MN, Lincoln",,0,3,,0,3,2,,,,,2,2,,,,1,,,
"MN, Lyon",,0,2,3,3,1,2,,,,,4,1,1,,4,1,2,,
"MN, Mahnomen",,0,1,,0,,,,,,,,1,,,,,,,
"MN, Marshall",,0,1,,,,0,,,,,,3,,,3,,1,,
"MN, Martin",,0,1,,,1,,,,,,,,,,1,,,,
"MN, Mcleod",,3,4,4,1,,,,,,,,1,,0,1,,,,
"MN, Meeker",,0,4,1,1,1,1,,,,,0,,,,,0,0,,
"MN, Mille Lacs",,0,1,,0,1,1,,,,,,,,,1,,1,,
"MN, Morrison",,1,0,,1,,,,,,,,0,1,,0,,,,
"MN, Mower",,3,1,0,0,0,1,,,,,0,,,,0,,,,
"MN, Murray",,0,1,0,0,2,1,,,,,3,2,,,1,1,,,
"MN, Nicollet",,0,,,,0,1,,,,,,1,0,,,,,,
"MN, Nobles",,2,1,1,,,1,0,,,,0,0,1,,,,,,
"MN, Norman",,2,1,,1,,7,,,,,0,2,,,1,,2,,
"MN, Olmsted",,0,2,0,,,,,,,,1,1,,,0,1,,,
"MN, Otter Tail",,0,3,2,3,3,2,,,,,1,4,2,,3,0,3,,
"MN, Pennington",,1,0,,0,0,1,,,,,0,,,,0,,,,
"MN, Pine",,0,0,1,,0,,,,,,,,,,,,1,,
"MN, Pipestone",,0,1,0,0,,,,,,,1,,,,,,2,,
"MN, Polk",,1,1,1,1,1,8,1,,,,1,5,,,1,0,4,,
"MN, Pope",,0,3,0,,,1,,,,,1,,1,,,,,,
"MN, Ramsey",,1,5,2,0,5,3,0,0,2,0,2,4,0,2,2,2,4,0,
"MN, Red Lake",,0,,,,,1,,,,,,,0,,,,,,
"MN, Redwood",,1,2,2,1,2,0,1,1,,,1,3,,,1,2,2,1,
"MN, Renville",,0,5,0,2,,,,,,,,0,,,1,,2,,
"MN, Rice",,2,1,,0,0,,,,,,,,0,,2,,2,,
"MN, Rock",,1,2,,,,,,,,,0,,,,3,1,0,,
"MN, Roseau",,2,1,,,1,2,,,,,,1,,,,1,,,
"MN, Scott",,1,1,1,0,0,0,,,0,,1,3,1,2,1,0,0,0,
"MN, Sherburne",,0,3,0,0,1,0,1,,,,,1,,,2,,0,,
"MN, Sibley",,0,0,,0,,0,,,,,1,1,0,,1,,,,
"MN, St Louis",,0,1,0,1,0,3,,,,,2,,,0,1,,,0,
"MN, Stearns",,0,8,0,3,2,2,1,,,,2,3,,0,4,2,0,,
"MN, Steele",,0,0,0,,,,1,,1,,,,,,1,,,,
"MN, Stevens",,1,2,,3,2,1,1,1,,,3,4,1,,0,,0,,
"MN, Swift",,1,1,0,,1,0,,,,,2,,1,,1,,0,,
"MN, Todd",,0,0,,1,,0,,,,,,,,,1,2,1,,
"MN, Traverse",,0,5,,1,3,1,,1,,,2,2,,,2,,1,,
"MN, Wabasha",,0,0,0,,0,,,,,,,,,,1,,,,
"MN, Wadena",,0,1,0,1,0,1,,,,,,2,,,,,1,,
"MN, Waseca",,0,2,0,,,,,,,,1,,,,,,0,,
"MN, Washington",,0,2,0,0,1,1,0,,,,1,1,2,0,1,0,1,,
"MN, Watonwan",,1,1,2,0,,,,,,,,,,,,,1,,
"MN, Wilkin",,1,2,,1,1,3,,,,,,0,,,4,,,,
"MN, Winona",,0,0,,0,,0,,,,,,1,0,,0,0,,,
"MN, Wright",,1,7,3,0,1,2,,,,,0,2,2,0,1,0,,,
"MN, Yellow Medicine",,0,1,,1,1,1,,,1,,6,2,,,0,1,1,,
"MO, Adair",,0,1,,2,0,,,,,,,,,,,,,,
"MO, Andrew",,0,0,0,,,,,,,,,1,0,,,,,,
"MO, Atchison",,,0,,,,,,,,,,,,,,,,,
"MO, Audrain",,0,0,,1,1,,,,,,,0,0,,0,,,,
"MO, Barry",,0,0,,,0,0,0,,,,,,,,,,,,
"MO, Barton",,0,0,0,,1,,,,,,,0,,,,,,,
"MO, Bates",,0,0,,0,,,,,0,,,,0,,0,,,,
"MO, Benton",,0,0,0,0,,1,,,,,,,,,,,,,
"MO, Bollinger",,1,0,,,0,,,,,,,,,,,,,,
"MO, Boone",,1,1,2,1,4,9,0,0,,,0,0,0,1,0,0,1,1,
"MO, Buchanan",,0,0,1,0,2,2,,,,,,1,,,,,2,,
"MO, Butler",,0,0,0,0,,,0,0,,0,,,,,,,,,
"MO, Caldwell",,0,,,,,,,,,,,,,,,,,,
"MO, Callaway",,2,1,0,,0,,,,,,0,1,1,0,,,,,
"MO, Camden",,0,2,0,0,,,,,,,,,,,,,,,
"MO, Cape Girardeau",,1,0,0,0,0,,,,,,,,,0,1,,,,
"MO, Carroll",,0,1,,1,,,,,,,1,,,,,,,,
"MO, Carter",,0,,,,,,,,,,,,,,,,,,
"MO, Cass",,2,1,0,0,1,,,,,,,,,,,,,,
"MO, Cedar",,0,0,,,,,,,,,,0,,1,,0,,,
"MO, Chariton",,0,0,0,0,,,,1,,,,1,,,,,,0,
"MO, Christian",,0,0,,,1,,,,,,,,,,,,,,
"MO, Clark",,0,,1,,,,,,,,,,,,,,,,
"MO, Clay",,1,2,3,1,1,2,0,0,0,,0,1,0,3,1,1,,,
"MO, Clinton",,0,1,,1,,,,,,,,,,,,,,,
"MO, Cole",,4,0,0,0,0,2,,0,0,0,,0,0,0,,,,0,
"MO, Cooper",,0,0,,,,,,0,,,,,,,,,0,,
"MO, Crawford",,2,0,,1,0,,,,,,,0,,0,,,,,
"MO, Dade",,0,0,,,,,,,,,,,,0,,,,,
"MO, Dallas",,0,0,,0,0,0,,,,,,,,,,,,,
"MO, Daviess",,0,0,,,1,1,,,,,,0,1,0,,,,,
"MO, De Kalb",,0,0,,0,,,,,,,,,0,,,,,,
"MO, Dent",,0,0,,,0,,,,,,,1,,0,,,,,
"MO, Douglas",,0,,,0,0,,,,,,,,,,,,,,
"MO, Dunklin",,1,0,,,0,,,,,,1,,1,,,,,,
"MO, Franklin",,1,0,1,0,1,0,,,,,,0,,0,,,,,
"MO, Gasconade",,0,0,0,0,0,,0,,,,,,,,,,,,
"MO, Gentry",,0,0,,,,,,,,,,,,0,,,0,,
"MO, Greene",,0,1,,,1,1,1,,,,,,,0,,,,,
"MO, Grundy",,0,0,,,,,,,,,,0,,0,,,,,
"MO, Harrison",,0,0,1,,,,,,,,,,,0,,,,,
"MO, Henry",,0,0,0,,0,,0,0,,,,,,,,1,,,
"MO, Hickory",,0,0,2,,,,,,,,,0,,,,,,,
"MO, Holt",,0,1,,,,1,,,,,,,,,,,0,,
"MO, Howard",,0,0,1,1,,,,,,,,,,,,,0,,
"MO, Howell",,,1,0,0,1,,,,,,0,0,,0,,1,,,
"MO, Iron",,0,,,,0,,,1,,,,,,,,,,,
"MO, Jackson",,7,9,7,3,8,16,1,0,,,3,4,1,,2,1,3,,
"MO, Jasper",,0,0,0,1,2,5,1,,,,,,,,,,,,
"MO, Jefferson",,3,3,1,0,2,0,0,0,0,1,0,2,1,1,0,1,0,0,0
"MO, Johnson",,0,1,0,0,0,1,,,,,,,,,0,,,,
"MO, Knox",,,0,,0,,,,,,,,,,,,,,,
"MO, Laclede",,2,0,0,0,1,1,,,1,,1,1,1,,,1,0,,
"MO, Lafayette",,1,1,0,1,,1,,,,,1,1,,,,,,,
"MO, Lawrence",,0,0,,,1,0,,,,,,1,,0,,,,,
"MO, Lewis",,0,0,0,0,0,0,,,,,1,,,,,,,,
"MO, Lincoln",,0,0,,,0,0,,,,,,,,,,0,,,
"MO, Linn",,0,1,1,,,0,,,,,,,0,1,,,,,
"MO, Livingston",,0,1,0,,,,,,,,,,,,,,,,
"MO, Macon",,0,0,0,1,,0,,,,,,,0,0,,,,,
"MO, Madison",,0,0,,,,,,,,,,,,,,,,,
"MO, Maries",,0,0,,0,,,,,,,,,,,,,,,
"MO, Marion",,0,0,0,,0,0,,,,,,,,,,,,,
"MO, Mcdonald",,0,0,,,0,,,,,,,,,1,,,,,
"MO, Mercer",,0,,,,,,,,,,,,,,,,0,,
"MO, Miller",,2,,0,,0,2,,,,,,,,1,,,0,,
"MO, Mississippi",,1,,0,,,,,,,0,,,,,,,,,
"MO, Moniteau",,0,1,1,,0,,,,,,,0,,,,,,,
"MO, Monroe",,1,0,,0,,,,,,,,,,0,,,,,
"MO, Montgomery",,0,,,,,,,,,,,,,,,,,,
"MO, Morgan",,1,,0,0,0,0,,,,,0,,,1,,0,,,
"MO, New Madrid",,1,0,,,,,,,,,,,,,,,,,
"MO, Newton",,1,0,0,,0,,,,,,,,,,,,,,
"MO, Nodaway",,1,0,0,,0,1,,,,1,0,0,,,,,,,
"MO, Oregon",,,0,,,0,,,,,,,,,0,,,,,
"MO, Osage",,0,0,,0,,,,,,0,,,,,,,,,
"MO, Ozark",,,0,,,0,,,,,,,,,,,,,,
"MO, Pemiscot",,0,0,0,1,,,,,,,,,,,,,,,
"MO, Perry",,0,,,,0,,,,,,,,,,,,,,
"MO, Pettis",,1,0,0,0,,,,,,,,,,1,0,,0,,
"MO, Phelps",,0,1,,,0,1,,,,,,,,,,,,1,
"MO, Pike",,0,0,,,1,,,,,,0,,,1,,,,,
"MO, Platte",,1,0,0,,,1,,,,,0,,,,,,,,
"MO, Polk",,0,0,0,,0,,,,,,,,,,,,,,
"MO, Pulaski",,1,0,0,0,1,1,,,,,,,,,,1,,,
"MO, Putnam",,0,0,0,,,,,,,,,,,,,,,,
"MO, Ralls",,0,0,0,0,0,,,,,,,,,,,,,,
"MO, Randolph",,0,0,0,1,,1,,,,,1,1,,,,1,,0,
"MO, Ray",,0,1,,,,,,,,,0,1,,,,,,,
"MO, Reynolds",,,,,,0,,,,,,,,,,,,,,
"MO, Ripley",,,0,,,0,,,,,,,,,,,,,,
"MO, Saline",,1,0,0,,1,,,,,,,1,,,,,,,
"MO, Schuyler",,0,,,,,,,,,,,,,1,,,,,
"MO, Scotland",,0,0,,,,1,,,,,,,,,,,,,
"MO, Scott",,1,0,,,1,,,,,1,,,,,,0,,,
"MO, Shannon",,0,0,,,0,,,,,1,1,,,,,,,,
"MO, Shelby",,0,1,,,,,,,,,,0,,,,,,,
"MO, St Charles",,7,2,1,1,1,1,2,,1,,1,1,1,1,,1,1,0,
"MO, St Clair",,0,0,0,0,,0,,,,,,,,,,,,,
"MO, St Francois",,2,,0,0,0,,,,,,,,,,,,,,
"MO, St Louis",0,60,11,4,6,13,14,4,1,1,3,2,7,2,7,6,4,7,0,1
"MO, St Louis City",,56,15,9,6,12,11,6,2,,3,6,2,3,8,,5,9,3,
"MO, Ste. Genevieve",,0,0,,,0,,,,,,,1,,,,,,,
"MO, Stoddard",,0,0,,,,,,,,,1,,1,,,1,0,,
"MO, Stone",,0,0,,,0,,,,,,,,,,,,,,
"MO, Sullivan",,0,0,,,,,,,,,,,,,,,,,
"MO, Taney",,0,0,0,0,0,0,,0,0,,,,,,,,,,
"MO, Texas",,0,1,,0,1,0,,,,,,,,,,,,,
"MO, Vernon",,0,1,,,0,,0,,0,,,,,0,1,,,,0
"MO, Warren",,0,0,,,,0,,,,,,0,,0,,,0,,
"MO, Washington",,1,0,0,0,0,0,,,,,,,,0,,,,,
"MO, Wayne",,0,0,,,,,,,,,,,,0,,,,,
"MO, Webster",,0,0,0,,1,0,,,,,,,,0,0,,,,
"MO, Worth",,0,1,,0,,,,,,,,,,,,,,,
"MO, Wright",,0,,0,0,1,,,,,,,,,,,,,,
"MS, Adams",,5,,2,4,3,5,,,,,6,1,3,1,2,0,2,,
"MS, Alcorn",,0,0,0,,2,,,,,,0,,,,,,,,
"MS, Amite",,0,,,1,,,,,,,,,,,,,,,
"MS, Attala",,1,,,,2,1,,,,,,,,1,1,,1,,
"MS, Benton",,0,,,,,,,,,,,,,,,,,,
"MS, Bolivar",,1,1,1,1,3,,,,,,2,1,2,,,1,0,,
"MS, Calhoun",,0,0,0,1,,1,1,,1,,6,,1,,1,2,3,1,
"MS, Carroll",,0,,0,,,,,,,,,,,,1,,,,
"MS, Chickasaw",,1,0,1,,,,,,,,,,,,1,,,0,
"MS, Choctaw",,0,,,,,,,,,,,,,,,,,,
"MS, Claiborne",,2,,,,0,,,,,,1,,,,0,,,,2
"MS, Clarke",,1,0,0,0,,,,,,,2,,1,,,1,,,
"MS, Clay",,2,0,2,2,1,,,1,,,1,,1,,,1,,1,
"MS, Coahoma",0,5,1,1,2,,1,,,1,1,2,,1,,,0,0,,
"MS, Copiah",,4,0,1,1,5,3,,,,,6,,,1,4,,1,1,
"MS, Covington",,0,,2,0,1,1,,,,,0,0,1,1,,1,,,
"MS, De Soto",,1,0,1,1,4,0,,1,,,3,1,,,,2,1,,
"MS, Forrest",,9,7,0,5,29,5,4,10,0,7,7,6,5,2,1,5,2,4,
"MS, Franklin",,0,,0,,,,,,,,1,,,,,,,0,
"MS, George",,0,2,,0,,,,0,,,0,,,,,,,,
"MS, Greene",,,0,1,0,,,,,,,0,,,,,,,,
"MS, Grenada",,3,0,1,1,1,,,,,,1,,,,1,0,,,
"MS, Hancock",,1,2,,,1,,,0,0,0,7,,,,0,,,,
"MS, Harrison",,4,17,2,,12,6,,7,,0,2,1,1,0,0,0,5,,
"MS, Hinds",,47,19,11,19,20,14,21,8,0,8,24,12,10,11,8,15,16,2,0
"MS, Holmes",,1,,1,,,,,,,,1,,,,,0,,,
"MS, Humphreys",,2,,,,0,,,,,,1,0,,,,2,0,,
"MS, Itawamba",0,0,,,,,,,,,,,,,,,0,1,,
"MS, Jackson",,6,3,0,,1,1,1,1,0,0,5,,,0,1,,1,0,0
"MS, Jasper",,1,0,,0,1,1,1,,,1,2,,,,,,,,
"MS, Jefferson",,0,,,1,,,,,,,,,,,,,,1,
"MS, Jefferson Davis",,1,0,,,1,,,,,,1,,,,2,,,,
"MS, Jones",,4,6,0,6,5,5,10,,,6,9,2,1,0,,1,1,1,
"MS, Kemper",,1,,0,1,0,1,,,,,,,,,0,0,,,
"MS, Lafayette",,0,,,,,,,0,,,,,,,,0,,,
"MS, Lamar",,2,1,,,8,8,1,2,,,5,6,,,3,,,1,
"MS, Lauderdale",,2,1,0,0,7,4,,,,,7,,1,1,,1,1,,
"MS, Lawrence",,0,0,,0,0,1,1,0,,,2,,,,1,,,,
"MS, Leake",,1,0,1,,1,1,1,,,,3,,,,,2,,1,
"MS, Lee",0,1,0,1,0,,0,,3,,,0,,1,0,1,3,2,,1
"MS, Leflore",,0,2,1,,1,8,4,1,3,1,3,2,,,1,1,,,
"MS, Lincoln",,4,0,4,0,2,3,3,,,1,11,1,0,0,2,2,,,0
"MS, Lowndes",,2,0,0,,5,,,,,,2,1,1,,1,2,,,
"MS, Madison",,7,4,2,6,8,21,6,,0,7,25,3,3,5,,5,2,,1
"MS, Marion",,4,2,0,,7,,3,2,,,6,1,,1,3,,1,,
"MS, Marshall",,0,0,,,,,,1,,,0,,,0,,,,,
"MS, Monroe",,4,,,,1,0,1,1,,,1,,1,,,2,,,
"MS, Montgomery",,0,0,0,1,,0,,,,,0,,,1,,,,,1
"MS, Neshoba",,3,0,0,,0,6,1,1,,,1,,1,1,0,0,,,
"MS, Newton",,1,0,0,,1,,,,,,0,,1,,,,,,
"MS, Noxubee",,0,0,,0,,,,,,,,,,,,1,,,
